gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth
100000000343175100,distributor,1.0,49,0.293,"Отправляет 31 получателям, исходящая сумма=4000039 KZT",8,31,178712.0,4000039.0,0.0007166946382018721,22.382598818210305,0,True,False
100000000456947100,peripheral,0.5,67,0.0,"Входов=0, выходов=0, PageRank=0.000000",0,0,0.0,0.0,0.0,,0,True,False
100000000580561100,peripheral,0.5,20,0.087,"Входов=2, выходов=3, PageRank=0.000838",2,3,27980.0,1488077.0,0.0008384348345170698,53.183595425303785,0,True,False
100000001415126100,terminal,0.8,39,0.054,"Получил 27000 KZT, исходящих связей=0, depth=0",1,0,27000.0,0.0,0.00041140900981635563,0.0,0,True,False
100000001429930100,terminal,0.8,38,0.051,"Получил 26000 KZT, исходящих связей=0, depth=0",1,0,26000.0,0.0,0.00035234645645923095,0.0,0,True,False
100000001616816100,coordinator,0.95,51,0.351,"Высокий PageRank=0.002446, входов=5, выходов=3",5,3,176195.0,181326.0,0.0024461862547303505,1.0291211441868384,0,True,False
100000001732159100,coordinator,0.95,7,0.273,"Высокий PageRank=0.001099, входов=2, выходов=4",2,4,2378100.0,1505966.0,0.0010993974323755236,0.633264370716118,0,True,False
100000002527114100,distributor,1.0,1,0.378,"Отправляет 111 получателям, исходящая сумма=3289249 KZT",3,111,129000.0,3289249.0,0.000814617972518457,25.49805426356589,0,True,False
100000002916006100,peripheral,0.5,15,0.018,"Входов=0, выходов=1, PageRank=0.000287",0,1,0.0,32000.0,0.00028684885067513784,,0,True,False
100000003016635100,coordinator,0.95,16,0.511,"Высокий PageRank=0.001195, входов=8, выходов=73",8,73,586981.0,9414081.0,0.0011952566810188175,16.038135817002594,0,True,False
100000003200071100,peripheral,0.5,2,0.018,"Входов=0, выходов=1, PageRank=0.000287",0,1,0.0,30000.0,0.00028684885067513784,,0,True,False
100000003265658100,peripheral,0.5,68,0.0,"Входов=0, выходов=0, PageRank=0.000000",0,0,0.0,0.0,0.0,,0,True,False
100000003349739100,peripheral,0.5,69,0.0,"Входов=0, выходов=0, PageRank=0.000000",0,0,0.0,0.0,0.0,,0,True,False
100000003684369100,coordinator,0.95,27,0.727,"Высокий PageRank=0.002029, входов=24, выходов=62",24,62,3848436.0,8588655.0,0.002028869963852265,2.2317260830113845,0,True,False
100000003770083100,peripheral,0.5,70,0.0,"Входов=0, выходов=0, PageRank=0.000000",0,0,0.0,0.0,0.0,,0,True,False
